TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,LoginAttempts_Scaled,Cluster_KMeans
316.95,Debit,Mesa,D000013,M052,Branch,25.0,Student,83.0,1,1324.0299999999997,0.0,1
60.53999999999999,Credit,Columbus,D000462,M095,Branch,57.0,Retired,52.0,1,3534.93,0.0,0
292.56,Credit,Dallas,D000311,M075,Branch,68.0,Retired,61.0,1,4638.37,0.0,1
386.52,Debit,Indianapolis,D000145,M064,Branch,48.0,Engineer,28.0,1,5630.61,0.0,1
112.07,Debit,Kansas City,D000089,M064,Branch,23.0,Student,51.0,1,930.3000000000002,0.0,1
568.52,Debit,Indianapolis,D000233,M094,ATM,46.0,Engineer,152.0,1,5499.91,0.0,1
263.99,Debit,Dallas,D000285,M087,Branch,79.0,Retired,227.0,2,4175.02,0.6931471805599453,1
349.64,Debit,Las Vegas,D000516,M097,Online,48.0,Engineer,226.0,1,6651.62,0.0,0
601.4,Credit,Philadelphia,D000548,M001,Branch,56.0,Engineer,104.0,1,8458.29,0.0,0
5.769999999999982,Debit,Charlotte,D000461,M071,Online,50.0,Doctor,124.0,1,13988.12,0.0,0
201.33,Credit,Nashville,D000098,M003,Branch,42.0,Engineer,186.0,1,2585.07,0.0,1
298.42,Debit,Indianapolis,D000435,M005,Branch,56.0,Retired,225.0,1,3014.75,0.0,0
521.06,Debit,Albuquerque,D000305,M063,Branch,25.0,Student,128.0,1,1951.42,0.0,1
117.28,Credit,Austin,D000128,M057,Online,60.0,Engineer,16.0,1,3665.77,0.0,1
189.12,Credit,Indianapolis,D000684,M040,Branch,32.0,Engineer,103.0,1,977.0100000000002,0.0,0
133.55,Debit,Atlanta,D000201,M091,ATM,44.0,Engineer,220.0,1,3846.28,0.0,1
143.21,Debit,Dallas,D000410,M066,Online,35.0,Engineer,135.0,1,6374.82,0.0,0
24.769999999999982,Debit,Boston,D000180,M070,ATM,62.0,Retired,55.0,1,5866.01,0.0,1
233.92,Credit,Jacksonville,D000295,M046,Online,26.0,Student,280.0,1,6537.62,0.0,1
1212.51,Debit,Indianapolis,D000231,M036,Branch,20.0,Student,24.0,1,605.9499999999998,0.0,1
232.12,Debit,Omaha,D000073,M066,ATM,37.0,Engineer,51.0,1,6689.87,0.0,1
162.63,Debit,Kansas City,D000070,M060,Online,22.0,Student,113.0,1,634.1700000000001,0.0,1
91.53,Debit,Milwaukee,D000363,M095,Branch,44.0,Doctor,69.0,1,14676.05,0.0,0
120.29000000000002,Debit,Miami,D000561,M045,Branch,19.0,Student,77.0,1,1362.3900000000003,0.0,0
174.25,Debit,Seattle,D000375,M032,Online,50.0,Doctor,67.0,1,10528.34,0.0,0
183.71,Debit,Denver,D000488,M074,ATM,38.0,Engineer,102.0,1,552.5200000000004,0.0,0
345.39,Credit,Phoenix,D000097,M081,Online,58.0,Engineer,80.0,1,6451.96,0.0,1
922.55,Debit,Detroit,D000206,M004,ATM,63.0,Retired,87.0,1,4715.84,0.0,1
259.91,Debit,Denver,D000616,M028,Online,49.0,Doctor,170.0,1,7176.86,0.0,0
154.71,Debit,San Diego,D000494,M030,Online,34.0,Doctor,157.0,1,1523.7200000000003,0.0,0
1340.19,Credit,Austin,D000574,M012,Online,54.0,Engineer,30.0,1,8654.28,0.0,0
24.560000000000002,Debit,Mesa,D000428,M033,Branch,64.0,Doctor,69.0,1,9869.93,0.0,0
568.07,Debit,Washington,D000018,M054,ATM,48.0,Doctor,115.0,1,10556.81,0.0,1
9.610000000000014,Credit,San Diego,D000453,M043,Online,58.0,Doctor,179.0,1,12883.91,0.0,0
392.96,Debit,Kansas City,D000141,M022,Online,24.0,Student,100.0,1,791.6499999999996,0.0,1
716.93,Credit,Milwaukee,D000322,M052,Online,60.0,Retired,34.0,1,4064.02,0.0,1
223.85,Debit,Kansas City,D000481,M009,ATM,53.0,Engineer,55.0,4,2929.91,1.3862943611198906,0
230.66,Debit,Houston,D000526,M049,Branch,21.0,Student,135.0,1,618.0500000000002,0.0,0
442.12,Debit,Los Angeles,D000645,M047,Online,19.0,Student,260.0,1,1375.8000000000002,0.0,0
644.17,Debit,San Antonio,D000178,M093,ATM,29.0,Engineer,72.0,1,1143.52,0.0,1
508.68,Credit,Mesa,D000622,M048,Branch,51.0,Engineer,127.0,1,7708.41,0.0,0
858.6300000000001,Credit,San Francisco,D000019,M002,Branch,27.0,Student,185.0,1,1872.96,0.0,1
25.360000000000014,Debit,Louisville,D000192,M007,ATM,57.0,Engineer,78.0,1,201.03999999999996,0.0,1
147.62,Debit,Charlotte,D000093,M028,Branch,71.0,Retired,133.0,1,2115.8,0.0,1
115.01999999999998,Debit,San Antonio,D000528,M004,Branch,37.0,Doctor,175.0,1,7643.66,0.0,0
383.37,Debit,Fort Worth,D000321,M066,Branch,30.0,Engineer,24.0,1,8901.93,0.0,1
98.54000000000002,Credit,El Paso,D000528,M095,Online,20.0,Student,167.0,1,9383.43,0.0,0
83.24000000000001,Credit,Fort Worth,D000607,M009,Branch,55.0,Doctor,164.0,1,1181.31,0.0,0
196.16,Debit,Virginia Beach,D000164,M099,Branch,27.0,Engineer,146.0,1,9418.86,0.0,1
129.94,Debit,Las Vegas,D000647,M045,ATM,32.0,Engineer,235.0,1,7954.92,0.0,0
306.9,Debit,Colorado Springs,D000078,M047,Online,46.0,Engineer,51.0,1,9418.08,0.0,1
114.98000000000002,Debit,Seattle,D000182,M032,Online,59.0,Retired,80.0,1,6144.68,0.0,1
756.59,Debit,Sacramento,D000028,M012,Branch,27.0,Student,17.0,1,420.64999999999964,0.0,1
503.76,Debit,Los Angeles,D000518,M083,Online,22.0,Student,35.0,1,447.8199999999997,0.0,0
143.03,Debit,San Antonio,D000469,M055,ATM,63.0,Retired,147.0,1,7981.45,0.0,0
1045.22,Debit,Columbus,D000400,M077,ATM,53.0,Retired,73.0,1,1829.9,0.0,0
245.54,Debit,New York,D000536,M089,ATM,25.0,Student,180.0,1,985.0599999999995,0.0,0
254.37,Credit,Dallas,D000477,M012,Online,51.0,Engineer,174.0,1,8849.26,0.0,0
213.76,Credit,Dallas,D000574,M009,ATM,78.0,Retired,282.0,1,3528.72,0.0,0
327.86,Debit,Fresno,D000655,M051,Online,40.0,Engineer,104.0,1,480.15999999999985,0.0,0
2.5,Debit,San Diego,D000673,M042,Online,47.0,Doctor,107.0,1,12145.27,0.0,0
300.08,Credit,Austin,D000266,M040,Online,68.0,Doctor,47.0,1,13546.75,0.0,1
56.97999999999999,Credit,Oklahoma City,D000256,M086,ATM,43.0,Engineer,122.0,2,5688.37,0.6931471805599453,1
407.65,Debit,Boston,D000544,M041,Online,26.0,Engineer,62.0,1,8346.64,0.0,0
115.82999999999996,Debit,Fresno,D000663,M086,Branch,39.0,Engineer,167.0,1,6481.04,0.0,0
53.56999999999999,Debit,Houston,D000489,M025,ATM,69.0,Retired,121.0,1,1651.33,0.0,0
63.34,Credit,Detroit,D000434,M028,Online,46.0,Doctor,165.0,1,11174.94,0.0,0
317.87,Debit,Detroit,D000314,M076,Online,27.0,Student,91.0,1,145.5,0.0,1
331.65,Debit,Portland,D000037,M006,Online,41.0,Engineer,61.0,1,4172.57,0.0,1
5.0400000000000205,Debit,Washington,D000021,M001,ATM,56.0,Retired,41.0,1,5558.36,0.0,1
214.54,Credit,Detroit,D000112,M026,Online,70.0,Doctor,247.0,1,11151.53,0.0,1
598.81,Debit,Philadelphia,D000042,M081,Branch,57.0,Doctor,158.0,1,1415.52,0.0,1
841.28,Debit,Tucson,D000276,M083,Online,26.0,Student,80.0,1,1103.6400000000008,0.0,1
38.14999999999998,Debit,Mesa,D000687,M005,Online,26.0,Student,108.0,1,303.6800000000003,0.0,0
1036.66,Debit,San Antonio,D000015,M062,Branch,58.0,Doctor,144.0,1,5541.57,0.0,1
124.72,Debit,Oklahoma City,D000118,M004,Branch,33.0,Engineer,105.0,1,6309.8,0.0,1
302.45,Credit,San Antonio,D000052,M059,Branch,78.0,Retired,40.000000000000014,1,5133.61,0.0,1
208.04,Debit,Louisville,D000339,M055,Online,47.0,Engineer,273.0,1,9344.98,0.0,1
5.769999999999982,Credit,Los Angeles,D000236,M098,Branch,23.0,Student,254.0,1,1117.9700000000003,0.0,1
381.33,Debit,Albuquerque,D000635,M034,ATM,56.0,Doctor,75.0,1,11835.35,0.0,0
16.160000000000025,Debit,Milwaukee,D000465,M065,ATM,50.0,Doctor,124.0,1,14401.17,0.0,0
486.08,Debit,Oklahoma City,D000170,M060,Online,18.0,Student,68.0,1,1748.69,0.0,1
336.39,Debit,San Antonio,D000426,M003,Branch,21.0,Student,18.0,1,1000.46,0.0,0
997.4300000000001,Debit,Seattle,D000661,M067,Online,69.0,Doctor,118.0,1,6810.05,0.0,0
234.57,Debit,Chicago,D000553,M045,Online,23.0,Student,120.0,1,263.97999999999956,0.0,0
6.0,Debit,Chicago,D000556,M090,Online,30.0,Doctor,246.0,1,5442.76,0.0,0
1049.92,Debit,Detroit,D000522,M052,ATM,80.0,Retired,20.999999999999986,1,2037.85,0.0,0
227.14,Debit,Charlotte,D000439,M057,ATM,18.0,Student,294.0,1,341.9399999999996,0.0,0
233.74,Credit,Oklahoma City,D000600,M030,Online,66.0,Retired,17.0,1,1066.5900000000001,0.0,0
113.01999999999998,Credit,Jacksonville,D000369,M019,Branch,69.0,Retired,166.0,1,6077.96,0.0,0
45.849999999999994,Debit,Los Angeles,D000241,M085,ATM,20.0,Student,92.0,1,1659.15,0.0,1
973.3900000000001,Debit,Sacramento,D000292,M026,Branch,77.0,Retired,296.0,1,2042.2200000000003,0.0,1
514.95,Debit,New York,D000109,M056,Online,41.0,Doctor,142.0,5,421.9300000000003,1.6094379124341003,1
415.5,Debit,Memphis,D000330,M077,ATM,66.0,Doctor,141.0,1,10113.66,0.0,1
265.76,Debit,Philadelphia,D000158,M049,Online,54.0,Retired,92.0,1,4446.17,0.0,1
69.4,Debit,Virginia Beach,D000413,M073,Online,80.0,Retired,113.0,1,6452.77,0.0,0
332.93,Credit,Albuquerque,D000548,M039,Branch,35.0,Engineer,293.0,1,2788.2,0.0,0
267.9,Debit,San Antonio,D000605,M078,Online,20.0,Student,160.0,1,596.1599999999999,0.0,0
496.03,Debit,San Francisco,D000070,M009,Branch,61.0,Doctor,265.0,1,12904.66,0.0,1
376.26,Debit,Tucson,D000481,M081,ATM,37.0,Engineer,245.0,1,9062.4,0.0,0
83.01999999999998,Credit,Seattle,D000226,M058,Online,36.0,Engineer,171.0,1,9009.56,0.0,1
93.25999999999999,Credit,New York,D000436,M092,Online,20.0,Student,72.0,1,1152.1999999999998,0.0,0
803.37,Credit,Memphis,D000108,M030,Branch,68.0,Doctor,129.0,1,12168.37,0.0,1
35.75999999999999,Debit,Charlotte,D000678,M057,Branch,23.0,Student,122.0,1,611.8599999999997,0.0,0
28.53000000000003,Debit,Washington,D000310,M035,Online,62.0,Doctor,99.0,1,8670.53,0.0,1
139.53,Credit,Louisville,D000491,M002,Online,53.0,Doctor,177.0,1,10098.86,0.0,0
307.57,Debit,Detroit,D000076,M049,Branch,33.0,Doctor,285.0,1,5307.74,0.0,1
60.650000000000006,Credit,Tucson,D000456,M085,Branch,56.0,Retired,53.0,1,1047.2799999999993,0.0,0
74.86000000000001,Debit,Nashville,D000115,M028,Branch,70.0,Doctor,125.0,1,6921.48,0.0,1
117.97,Debit,Kansas City,D000281,M100,Branch,51.0,Retired,137.0,1,1475.46,0.0,1
231.91,Debit,Memphis,D000371,M044,ATM,34.0,Engineer,165.0,1,112.76000000000022,0.0,0
126.20999999999998,Debit,Baltimore,D000001,M001,Branch,75.0,Retired,268.0,1,5669.66,0.0,1
506.28,Credit,Chicago,D000606,M010,Online,53.0,Retired,162.0,2,1309.9499999999998,0.6931471805599453,0
304.35,Debit,Houston,D000281,M007,Branch,31.0,Engineer,36.0,1,4057.1,0.0,1
281.85,Debit,Detroit,D000148,M013,ATM,22.0,Student,109.0,1,1585.98,0.0,1
777.88,Debit,Houston,D000436,M018,Branch,31.0,Engineer,17.0,1,6825.55,0.0,0
119.18,Debit,Los Angeles,D000309,M093,Branch,56.0,Retired,96.0,1,5516.5,0.0,1
177.19,Debit,Chicago,D000666,M088,Online,76.0,Retired,43.0,1,5343.3,0.0,0
260.88,Debit,Denver,D000327,M094,Branch,22.0,Student,36.0,1,903.0500000000002,0.0,1
169.47,Debit,Chicago,D000061,M046,Online,24.0,Student,19.0,1,1806.1599999999999,0.0,1
73.23000000000002,Debit,Portland,D000059,M022,Branch,26.0,Student,14.0,1,787.7399999999998,0.0,1
1362.55,Debit,El Paso,D000213,M001,ATM,29.0,Engineer,106.0,1,2429.68,0.0,1
792.57,Debit,Baltimore,D000424,M059,ATM,19.0,Student,164.0,1,770.3699999999999,0.0,0
237.06,Debit,Phoenix,D000455,M049,Online,71.0,Retired,46.0,1,1182.7700000000004,0.0,0
34.170000000000016,Credit,Philadelphia,D000036,M091,Online,54.0,Engineer,54.0,1,726.5500000000002,0.0,1
740.25,Debit,Philadelphia,D000030,M010,Online,41.0,Doctor,123.0,1,14464.3,0.0,1
453.54,Debit,Albuquerque,D000150,M017,ATM,58.0,Doctor,82.0,1,12046.3,0.0,1
300.47,Debit,Jacksonville,D000272,M065,Branch,73.0,Retired,100.0,1,7885.64,0.0,1
110.92999999999998,Credit,Virginia Beach,D000142,M036,Branch,19.0,Student,201.0,1,1952.35,0.0,1
201.69,Debit,Las Vegas,D000626,M019,ATM,59.0,Doctor,299.0,1,7328.52,0.0,0
399.21,Debit,Portland,D000301,M062,ATM,59.0,Engineer,109.0,1,3210.39,0.0,1
1041.88,Debit,Jacksonville,D000208,M032,Online,78.0,Retired,57.0,1,5726.2,0.0,1
630.36,Debit,Mesa,D000091,M084,ATM,62.0,Retired,52.0,1,1363.65,0.0,1
10.939999999999998,Credit,Philadelphia,D000503,M083,ATM,60.0,Engineer,245.0,1,1241.9899999999998,0.0,0
215.9,Debit,Los Angeles,D000414,M083,ATM,38.0,Doctor,235.0,1,7873.28,0.0,0
1422.55,Debit,Washington,D000569,M072,Branch,79.0,Retired,165.0,1,5674.32,0.0,0
226.37,Credit,Louisville,D000631,M041,Branch,49.0,Doctor,141.0,1,9840.04,0.0,0
444.89,Credit,Las Vegas,D000173,M060,Branch,43.0,Doctor,101.0,1,10328.23,0.0,1
280.57,Credit,Virginia Beach,D000538,M017,Online,25.0,Student,24.0,1,293.2399999999998,0.0,0
488.54,Debit,Jacksonville,D000466,M036,Branch,52.0,Engineer,132.0,1,7486.63,0.0,0
3.3000000000000114,Credit,Los Angeles,D000215,M085,Branch,50.0,Doctor,131.0,1,11385.37,0.0,1
199.39,Debit,Colorado Springs,D000304,M023,Branch,69.0,Retired,165.0,1,7264.79,0.0,1
20.360000000000014,Debit,Tucson,D000082,M069,Branch,62.0,Retired,75.0,1,2762.48,0.0,1
113.63999999999999,Debit,Detroit,D000022,M038,Online,62.0,Retired,32.0,1,6675.03,0.0,1
493.11,Debit,Colorado Springs,D000232,M022,Branch,53.0,Retired,236.0,1,7432.99,0.0,1
307.41,Debit,Los Angeles,D000014,M007,ATM,19.0,Student,14.0,1,1057.0000000000005,0.0,1
11.180000000000007,Debit,Atlanta,D000129,M017,Online,43.0,Doctor,161.0,1,5956.89,0.0,1
313.82,Debit,Tucson,D000357,M097,Branch,59.0,Engineer,151.0,1,7261.59,0.0,0
51.0,Debit,Seattle,D000199,M063,Branch,64.0,Retired,107.0,1,4943.16,0.0,1
140.98,Debit,Memphis,D000374,M059,Branch,60.0,Engineer,100.0,1,8127.48,0.0,0
288.04,Debit,Denver,D000582,M092,ATM,68.0,Retired,63.0,1,1748.02,0.0,0
800.55,Debit,Oklahoma City,D000657,M062,ATM,31.0,Engineer,108.0,1,9660.22,0.0,0
485.54,Debit,Houston,D000589,M061,ATM,46.0,Engineer,143.0,1,6371.51,0.0,0
521.15,Debit,Kansas City,D000108,M084,ATM,54.0,Doctor,214.0,1,9442.47,0.0,1
321.79,Credit,Raleigh,D000537,M056,ATM,63.0,Retired,61.0,1,5959.2,0.0,0
304.93,Debit,Portland,D000700,M098,ATM,65.0,Doctor,158.0,1,13531.22,0.0,0
432.08,Debit,El Paso,D000073,M044,ATM,40.0,Doctor,145.0,1,11500.62,0.0,1
694.2,Debit,Milwaukee,D000007,M035,ATM,61.0,Retired,72.0,1,1389.37,0.0,1
116.86000000000001,Debit,Louisville,D000531,M088,ATM,55.0,Engineer,171.0,1,6706.56,0.0,0
386.81,Credit,Detroit,D000248,M039,Online,57.0,Doctor,149.0,1,7175.29,0.0,1
74.88,Debit,Atlanta,D000139,M026,ATM,25.0,Student,202.0,1,420.6700000000001,0.0,1
195.76,Debit,Philadelphia,D000517,M056,Branch,75.0,Retired,99.0,1,7323.53,0.0,0
134.7,Debit,Fort Worth,D000637,M074,ATM,50.0,Doctor,106.0,1,8395.85,0.0,0
890.24,Credit,Las Vegas,D000223,M029,Online,33.0,Engineer,161.0,1,5140.93,0.0,1
361.27,Debit,Omaha,D000676,M088,ATM,63.0,Doctor,180.0,1,7945.57,0.0,0
131.56,Debit,Charlotte,D000203,M014,Branch,44.0,Doctor,42.0,1,5873.54,0.0,1
485.51,Credit,Milwaukee,D000460,M097,Online,76.0,Retired,37.0,1,3074.45,0.0,0
547.87,Debit,Columbus,D000183,M064,ATM,64.0,Retired,131.0,1,6155.76,0.0,1
457.29999999999995,Debit,Virginia Beach,D000214,M042,Online,28.0,Engineer,15.0,1,8318.29,0.0,1
506.24,Debit,Chicago,D000315,M077,ATM,58.0,Engineer,64.0,1,230.09000000000015,0.0,1
486.59,Debit,Indianapolis,D000029,M017,Branch,57.0,Retired,119.0,1,2513.56,0.0,1
163.68,Debit,San Diego,D000440,M087,Branch,41.0,Doctor,292.0,1,10090.05,0.0,0
581.65,Debit,Boston,D000666,M009,ATM,22.0,Student,176.0,1,480.1899999999996,0.0,0
52.00999999999999,Debit,Mesa,D000652,M019,ATM,48.0,Doctor,85.0,1,1120.88,0.0,0
630.24,Debit,Boston,D000548,M054,ATM,21.0,Student,62.0,1,370.8100000000004,0.0,0
523.74,Debit,Oklahoma City,D000551,M099,ATM,43.0,Doctor,159.0,1,13498.55,0.0,0
705.6,Debit,Phoenix,D000103,M071,Branch,40.0,Doctor,124.0,3,14804.7,1.0986122886681096,1
217.5,Credit,Denver,D000485,M043,Branch,46.0,Engineer,35.0,1,3057.4,0.0,0
91.48000000000002,Debit,Fort Worth,D000295,M081,ATM,51.0,Doctor,141.0,1,14942.78,0.0,1
5.25,Debit,San Jose,D000571,M010,ATM,39.0,Doctor,49.0,1,14143.32,0.0,0
54.03,Credit,Milwaukee,D000519,M087,ATM,56.0,Retired,161.0,1,6736.3,0.0,0
736.73,Debit,Memphis,D000167,M037,Branch,48.0,Engineer,10.0,1,3313.07,0.0,1
368.91,Debit,Virginia Beach,D000221,M082,Branch,54.0,Doctor,14.0,1,829.71,0.0,1
33.06,Credit,Fort Worth,D000417,M045,Online,53.0,Retired,170.0,1,1540.87,0.0,0
66.5,Credit,Louisville,D000419,M098,Online,32.0,Engineer,144.0,1,6820.23,0.0,0
177.08,Debit,Las Vegas,D000450,M014,Online,35.0,Doctor,85.0,1,13475.14,0.0,0
588.54,Debit,Portland,D000609,M031,Branch,32.0,Engineer,130.0,1,714.4499999999998,0.0,0
173.5,Debit,Nashville,D000235,M052,ATM,21.0,Student,282.0,1,1306.9099999999999,0.0,1
78.32999999999996,Credit,Memphis,D000191,M069,Online,56.0,Engineer,189.0,1,7255.33,0.0,1
40.660000000000025,Debit,Louisville,D000214,M061,Branch,59.0,Retired,156.0,1,1153.8400000000006,0.0,1
97.22,Credit,Atlanta,D000507,M063,Branch,77.0,Retired,55.0,1,6647.73,0.0,0
34.06999999999999,Debit,Philadelphia,D000158,M080,Branch,22.0,Student,81.0,1,8709.77,0.0,1
492.06,Debit,Fresno,D000411,M012,Online,23.0,Student,74.0,1,857.8999999999996,0.0,0
842.01,Credit,Virginia Beach,D000209,M015,Online,53.0,Doctor,185.0,1,509.4499999999998,0.0,1
73.55000000000001,Debit,Atlanta,D000210,M086,ATM,51.0,Engineer,158.0,1,2812.06,0.0,1
760.53,Debit,Phoenix,D000651,M005,Online,57.0,Engineer,118.0,1,6179.91,0.0,0
273.08,Credit,Houston,D000534,M007,Branch,26.0,Engineer,134.0,1,6609.3,0.0,0
371.69,Debit,San Francisco,D000374,M020,Branch,67.0,Retired,143.0,1,3484.32,0.0,0
218.96,Debit,Seattle,D000556,M021,ATM,18.0,Student,13.000000000000014,1,754.21,0.0,0
227.39,Debit,Atlanta,D000207,M010,Online,18.0,Student,65.0,1,751.0900000000001,0.0,1
237.99,Credit,Kansas City,D000563,M043,Branch,39.0,Doctor,86.0,1,8510.09,0.0,0
186.6,Debit,Washington,D000149,M037,Online,58.0,Doctor,13.000000000000014,1,1508.7200000000003,0.0,1
341.15,Debit,San Jose,D000453,M042,Online,18.0,Student,148.0,1,511.3699999999999,0.0,0
434.58,Debit,Memphis,D000136,M091,ATM,59.0,Doctor,215.0,1,12648.32,0.0,1
312.88,Credit,Portland,D000503,M040,Branch,54.0,Engineer,44.0,1,233.21000000000004,0.0,0
75.15,Debit,Boston,D000014,M094,ATM,23.0,Student,154.0,1,1092.92,0.0,1
23.30000000000001,Debit,Los Angeles,D000385,M061,ATM,59.0,Engineer,161.0,1,6711.15,0.0,0
47.379999999999995,Credit,Seattle,D000388,M061,Online,25.0,Student,61.0,1,459.3699999999999,0.0,0
512.81,Debit,Sacramento,D000611,M004,Branch,79.0,Retired,30.0,1,6994.34,0.0,0
488.15,Debit,Louisville,D000257,M098,Branch,43.0,Engineer,168.0,1,7071.09,0.0,1
12.819999999999993,Debit,Fort Worth,D000482,M055,ATM,44.0,Engineer,156.0,1,9045.19,0.0,0
